,id,employee_first_name_caller,employee_last_name_caller,email,group_id,employee_first_name_other,employee_last_name_other,badge_serial_number
739,740,James,Johnson,james.johnson@acme.com,2.0,James,Johnson,f5586a7d-8159-4d5f-b935-6b1a576778f2
975,976,Kelvin,Wright,kelvin.wright@acme.com,6.0,Kelvin,Wright,9df1cec5-d3fd-4172-8742-c650833383d6
1060,1061,Edgar,Taylor,edgar.taylor@acme.com,3.0,Edgar,Taylor,e9ed6940-4675-4ef7-92f1-32ec08a0d315
1072,1073,Savana,Davis,savana.davis@acme.com,2.0,Savana,Davis,7209266c-3c5a-448b-ab67-59362de37f61
81,82,Stuart,Clark,stuart.clark@acme.com,5.0,Stuart,Clark,fe4831d7-bd7e-4c03-be5f-4ca9d9d850d7
163,164,Adrianna,Morrison,adrianna.morrison@acme.com,4.0,Adrianna,Morrison,bb4c19cf-b8c3-43e4-91df-bd75974fec4c
498,499,Dexter,Kelley,dexter.kelley@acme.com,4.0,Dexter,Kelley,525f6505-71fa-4071-8026-ac847cf9b6d3
765,766,Samantha,Baker,samantha.baker@acme.com,3.0,Samantha,Baker,bd11387d-16b7-4f8d-87a4-520dbddfb1be
781,782,James,Ross,james.ross@acme.com,6.0,James,Ross,e7a12e8e-0ce5-4c1e-add8-d2c80ee9aa79
803,804,Sam,Taylor,sam.taylor@acme.com,6.0,Sam,Taylor,57a3be60-2653-4e6f-be02-5217cef89695
835,836,Grace,Bennett,grace.bennett@acme.com,2.0,Grace,Bennett,8e64edb0-c14f-4371-9ab3-e197d37d8baf
840,841,Abraham,Grant,abraham.grant@acme.com,6.0,Abraham,Grant,38e3f65c-0bde-4712-a507-23aaa5e9cb84
920,921,Charlotte,Hamilton,charlotte.hamilton@acme.com,6.0,Charlotte,Hamilton,6b833b56-cae1-474d-9449-d108db043e97
980,981,Henry,Kelley,henry.kelley@acme.com,4.0,Henry,Kelley,aee05505-2387-4486-9dee-67a38880d13b
1156,1157,Brooke,Cole,brooke.cole@acme.com,1.0,Brooke,Cole,9e8aabba-85c9-47b9-ba8f-02050fe1ff0f
1158,1159,Elise,Johnston,elise.johnston@acme.com,4.0,Elise,Johnston,9ab72613-b051-4a98-aac2-9fe7989a84a0
283,284,Clark,Spencer,clark.spencer@acme.com,3.0,Clark,Spencer,1798592c-402b-4141-9c1a-f7b0429098a8
318,319,Dainton,Dixon,dainton.dixon@acme.com,2.0,Dainton,Dixon,679d3fb3-9054-4121-a8db-d94b692add95
411,412,Wilson,Rogers,wilson.rogers@acme.com,4.0,Wilson,Rogers,c35b87d0-5bfa-459e-8361-51589c0934a0
695,696,Adrian,Bennett,adrian.bennett@acme.com,1.0,Adrian,Bennett,ddb8348e-d1e3-4a33-9f27-a75b0bbb576b
698,699,Ada,Campbell,ada.campbell@acme.com,5.0,Ada,Campbell,ab96b6a6-6737-4484-9dff-0d936545157f
733,734,Maddie,Casey,maddie.casey@acme.com,5.0,Maddie,Casey,b4705a09-bd6d-43ab-8b83-b027cad4d621
740,741,Thomas,Harris,thomas.harris@acme.com,1.0,Thomas,Harris,2f3877f1-bd18-42a1-bf54-684ee1aadd84
796,797,Dexter,Phillips,dexter.phillips@acme.com,6.0,Dexter,Phillips,1a305472-010c-410a-8e92-1d96f33a60d9
946,947,Victoria,Owens,victoria.owens@acme.com,1.0,Victoria,Owens,4f7d80a5-8ad9-4bf9-bbd3-e3f46fe8641e
1039,1040,Maddie,Ferguson,maddie.ferguson@acme.com,4.0,Maddie,Ferguson,4aaf0560-3727-47d9-9649-a69fa70d55c1
1059,1060,Tony,Bailey,tony.bailey@acme.com,2.0,Tony,Bailey,775ea22f-c185-4ad7-888e-1e390709e1d3
1136,1137,Adrianna,Richards,adrianna.richards@acme.com,6.0,Adrianna,Richards,154c5214-5421-4f82-a8c0-ec696d662ce8
1166,1167,Stella,Spencer,stella.spencer@acme.com,6.0,Stella,Spencer,449e14eb-5977-43f2-9f97-9181e39d2a97
266,267,Jenna,Dixon,jenna.dixon@acme.com,5.0,Jenna,Dixon,d613c940-2d2d-4b00-b10c-1c7b69df43e3
327,328,Edward,Armstrong,edward.armstrong@acme.com,6.0,Edward,Armstrong,f8cd21e7-6676-4288-bc35-ebbc2e102a63
521,522,Steven,Mason,steven.mason@acme.com,5.0,Steven,Mason,76275ae5-bb1e-4f32-b3b6-b26199864856
593,594,Vincent,Russell,vincent.russell@acme.com,7.0,Vincent,Russell,3875c9d5-b1f4-44c4-b8a4-8748d43bdd77
710,711,Anna,Alexander,anna.alexander@acme.com,4.0,Anna,Alexander,1596f156-618b-4b71-aefc-edd92e6bd2ca
816,817,Lyndon,Chapman,lyndon.chapman@acme.com,6.0,Lyndon,Chapman,3c926b12-6570-476d-94d5-a0c3d9a06a17
927,928,Edgar,Bailey,edgar.bailey@acme.com,3.0,Edgar,Bailey,45a7cb57-2197-484c-830e-eda366447181
1032,1033,Florrie,Martin,florrie.martin@acme.com,4.0,Florrie,Martin,2148fcae-7f1f-4286-9181-6d1391a54fdb
1066,1067,Ted,Wright,ted.wright@acme.com,1.0,Ted,Wright,5a0c9ebe-28d5-4198-b05d-0dfdc6b1431f
1067,1068,Joyce,Davis,joyce.davis@acme.com,4.0,Joyce,Davis,7b5d9f09-431d-4dda-a03b-7f63da2862fc
122,123,Sofia,Williams,sofia.williams@acme.com,5.0,Sofia,Williams,17f57578-7e3f-4293-938d-53ad1cdd41aa
251,252,Stella,Riley,stella.riley@acme.com,,Stella,Riley,10f873ee-06da-49b5-903a-f938583c97cf
464,465,Lenny,Cunningham,lenny.cunningham@acme.com,4.0,Lenny,Cunningham,5601e909-e44d-4be0-b973-35ffa2d18b4f
481,482,Caroline,Riley,caroline.riley@acme.com,6.0,Caroline,Riley,e6e8ba3a-be1f-4e68-b5dd-5e33b790a174
643,644,Sabrina,Walker,sabrina.walker@acme.com,6.0,Sabrina,Walker,1126e074-f16e-43f1-8037-46138f3fe19a
726,727,William,Adams,william.adams@acme.com,4.0,William,Adams,639bcc23-f192-4ffb-942e-28fc91e6afca
899,900,Audrey,Allen,audrey.allen@acme.com,1.0,Audrey,Allen,456d6c12-969e-4a52-a6f3-38417e4087da
1037,1038,Leonardo,Martin,leonardo.martin@acme.com,1.0,Leonardo,Martin,510f6002-6356-415a-b217-3432098c244b
1061,1062,Tiana,Myers,tiana.myers@acme.com,4.0,Tiana,Myers,59c066fa-a976-4329-a72d-da706ff736f7
1148,1149,Aston,Kelley,aston.kelley@acme.com,5.0,Aston,Kelley,aafd792d-f74c-4d5f-995d-6b06317588a7
147,148,,Reed,alisa.reed@acme.com,1.0,,Reed,6bde80a7-fafc-44ea-b2e0-b4ae74a6d734
380,381,Alford,Williams,alford.williams@acme.com,4.0,Alford,Williams,b249d83b-0ef5-4107-9083-7a7cb0304243
440,441,Justin,Turner,justin.turner@acme.com,2.0,Justin,Turner,86c9120f-d4cd-4e4f-b5df-3a9199b6c91f
925,926,Elian,Johnston,elian.johnston@acme.com,2.0,Elian,Johnston,3e3995b7-da29-4083-9319-8092cc873ce6
952,953,Alan,Harris,alan.harris@acme.com,3.0,Alan,Harris,399c16a9-a597-46b6-9a3e-bae35bd23fa1
1083,1084,Abigail,Allen,abigail.allen@acme.com,5.0,Abigail,Allen,7847e9aa-8936-4dd0-b27d-f9e7a4684700
21,22,Maya,Wilson,matteo.weelson@acme.com,6.0,Maya,Wilson,14b478fb-f3ab-407f-aa93-5c01b60ac27c
51,52,Julian,Bennett,julian.bennett@acme.com,2.0,Julian,Bennett,f050aedc-820b-41fd-860c-ac0624c47fa9
71,72,Ted,Kelley,ted.kelley@acme.com,6.0,Ted,Kelley,2e82e9e0-c996-4c33-800a-59f38f07b0ca
75,76,Florrie,Davis,florrie.davis@acme.com,6.0,Florrie,Davis,09f14ce4-c3e4-4160-af76-20dcc11fae1b
99,100,Nicole,Robinson,nicole.robinson@acme.com,5.0,Nicole,Robinson,8a70a3c4-d0de-4a66-bf02-5342a22effe9
153,154,Bruce,Edwards,bruce.edwards@acme.com,1.0,Bruce,Edwards,cf5e0398-86d9-48e9-ae5c-0b92d3d889f5
161,162,Patrick,Tucker,patrick.tucker@acme.com,6.0,Patrick,Tucker,98f8dda6-db49-4a83-9274-58ce01227262
296,297,Arianna,Grant,arianna.grant@acme.com,1.0,Arianna,Grant,bc2f9c43-6698-4da4-a3a9-84170ae7c221
320,321,Charlotte,Allen,charlotte.allen@acme.com,4.0,Charlotte,Allen,727d7f53-4f16-40e8-a3cf-457b8603dc9c
600,601,Alfred,Hunt,alfred.hunt@acme.com,4.0,Alfred,Hunt,e609fb00-71a4-4dba-81b5-ce5a8b51806a
631,632,Wilson,Russell,wilson.russell@acme.com,5.0,Wilson,Russell,a5541577-1053-4219-8ce5-c96250744349
738,739,Alissa,Baker,alissa.baker@acme.com,5.0,Alissa,Baker,40c03663-aad5-49a7-af0f-ae83b52f7d8b
829,830,Cadie,Brown,cadie.brown@acme.com,4.0,Cadie,Brown,8b5ca319-4d99-4f46-9889-303b11b363a9
849,850,Spike,Cooper,spike.cooper@acme.com,6.0,Spike,Cooper,be31514a-cd8c-4700-b179-4478f9f67028
950,951,Alfred,Johnston,alfred.johnston@acme.com,2.0,Alfred,Johnston,c42570be-6d80-486d-85dd-772afaa4cdd5
972,973,Agata,Foster,agata.foster@acme.com,4.0,Agata,Foster,25f16f25-6e62-41f6-8c6a-d2e0cbf2606b
996,997,Stuart,Walker,stuart.walker@acme.com,1.0,Stuart,Walker,49646ba0-33ce-49ad-a3ed-4521e2437307
1064,1065,Kirsten,Thompson,kirsten.thompson@acme.com,1.0,Kirsten,Thompson,93bf44ff-82af-4968-a351-22ba26a8b91a
262,263,Amber,Higgins,amber.higgins@acme.com,3.0,Amber,Higgins,69830051-e03a-4578-aca6-7611558b6ce9
274,275,Albert,Carter,albert.carter@acme.com,3.0,Albert,Carter,88148c70-ef70-46df-83a9-441ca02bd9ce
377,378,Agata,Andrews,agata.andrews@acme.com,6.0,Agata,Andrews,9b5b0943-e28a-40ef-8e1a-689c388098ab
425,426,Bruce,Carter,bruce.carter@acme.com,1.0,Bruce,Carter,fdc91a61-873e-44f9-b913-9da0223b7ca2
678,679,Brianna,Casey,brianna.casey@acme.com,5.0,Brianna,Casey,9b0599cd-49b2-42e2-a9e4-3c3d367ad03e
876,877,Adrianna,Andrews,adrianna.andrews@acme.com,8.0,Adrianna,Andrews,743dec7b-32fa-45d6-9026-171736fdb867
923,924,Maximilian,Mitchell,maximilian.mitchell@acme.com,4.0,Maximilian,Mitchell,4907f203-7a78-4024-9bde-888cb5dae002
1081,1082,Spike,Hawkins,spike.hawkins@acme.com,3.0,Spike,Hawkins,943b9799-424e-4240-a7ff-681befec3cca
1082,1083,Rebecca,Nelson,rebecca.nelson@acme.com,6.0,Rebecca,Nelson,0f67320c-3c48-4cd4-8477-0c6c83a1b715
101,102,Jasmine,Andrews,jasmine.andrews@acme.com,4.0,Jasmine,Andrews,2ade0800-21eb-4004-a087-bf85ed726f91
204,205,Oliver,Hamilton,oliver.hamilton@acme.com,1.0,Oliver,Hamilton,df1f146f-e9c3-4b7e-bf05-588637f53af4
298,299,Freddie,Barrett,freddie.barrett@acme.com,2.0,Freddie,Barrett,a1f25d7d-0c94-4cb9-bfb1-07457cf7795e
362,363,Lenny,Hill,lenny.hill@acme.com,4.0,Lenny,Hill,3a6373a5-1719-48dc-87bc-ac48a8486103
431,432,Florrie,Clark,florrie.clark@acme.com,1.0,Florrie,Clark,b41294e0-cc46-4889-b9a2-a47e4d0b637c
472,473,Jacob,Adams,jacob.adams@acme.com,1.0,Jacob,Adams,70eac0cf-6f78-4244-bfe8-9e819a5b55cf
500,501,Arnold,Stevens,arnold.stevens@acme.com,4.0,Arnold,Stevens,5ea4a41f-5f89-4654-947d-0037ded876e1
535,536,Adison,Ross,adison.ross@acme.com,6.0,Adison,Ross,7a36d4d7-be50-4e86-a518-0d19b19d17df
820,821,Michelle,Wright,michelle.wright@acme.com,2.0,Michelle,Wright,3227ecb8-e04d-4b91-bc43-71ce00989685
1013,1014,Miley,Reed,miley.reedacme.com,2.0,Miley,Reed,5df87009-e5f4-4fca-a3fe-2814f71254ae
1078,1079,Chester,Anderson,chester.anderson@acme.com,2.0,Chester,Anderson,06ca9a94-f1cf-463a-b2df-722286be7f58
50,51,Chester,Crawford,chester.crawford@acme.com,3.0,Chester,Crawford,b70a5646-cb8e-46a1-9da8-fc66bb1d62d5
69,70,Violet,Spencer,violet.spencer@acme.com,5.0,Violet,Spencer,6417a383-1a4d-4e2a-8d78-a5f265416e83
205,206,Jack,Evans,jack.evans@acme.com,3.0,Jack,Evans,0d7cbc59-e450-4e78-8155-88507fbcd03e
213,214,Briony,Holmes,briony.holmes@acme.com,4.0,Briony,Holmes,d5ac0a64-01d7-4a17-9994-928520701ef2
349,350,James,Miller,james.miller@acme.com,1.0,James,Miller,39dbc320-3dfd-4aa7-b9d5-47a8e2dc44f4
476,477,Derek,Richards,derek.richards@acme.com,1.0,Derek,Richards,d0d9fbc6-98cb-42cf-964c-9aaf644af52c
491,492,Alexander,Owens,alexander.owens@acme.com,3.0,Alexander,Owens,66bac458-c911-450a-b053-42f60b9bb9bc
506,507,Aida,Riley,aida.riley@acme.com,6.0,Aida,Riley,2869aaf6-5e74-49f7-9eab-5fc3a75268f0
579,580,Audrey,Wright,audrey.wright@acme.com,4.0,Audrey,Wright,c5af6c45-5d3c-4be7-85a6-2d996d967ce6
605,606,Charlotte,Campbell,charlotte.campbell@acme.com,5.0,Charlotte,Campbell,08304a5e-f8b8-4e89-8a68-b861ac1c752f
784,785,Ashton,Mason,ashton.mason@acme.com,2.0,Ashton,Mason,400df35b-5d41-4f1e-98a8-a2ba0cdae622
828,829,Antony,Brown,antony.brown@acme.com,2.0,Antony,Brown,6764153e-7237-4da7-8227-613175924dce
956,957,Sydney,Perkins,sydney.perkins.acme.com,8.0,Sydney,Perkins,faaa09f9-cf8a-4a18-a74a-94475a58e592
1034,1035,Mike,Turner,mike.turner@acme.com,1.0,Mike,Turner,2056bbcb-2549-4da6-bc47-c34cda4a75a1
1146,1147,Abraham,Walker,abraham.walker@acme.com,1.0,Abraham,Walker,45aafe3a-ec41-40a2-acdb-a597766d2af3
1164,1165,Sofia,Morris,sofia.morris@acme.com,5.0,Sofia,Morris,40693b77-9e7e-4598-9e47-3aae3aa08840
16,17,Agata,Richards,agata.richards@acme.com,1.0,Agata,Richards,07b0f41b-0cf2-4f5d-9e18-dfa2c7ed9e1c
352,353,Kelvin,Cameron,kelvin.cameron@acme.com,5.0,Kelvin,Cameron,625dc84d-b459-43ae-8727-a5f688db8ae2
482,483,Gianna,Evans,gianna.evans@acme.com,2.0,Gianna,Evans,d4b71453-4999-4804-8272-58348b6a5996
569,570,Edith,Watson,edith.watson@acme.com,4.0,Edith,Watson,324c5594-d433-4d42-a972-339b0cebbba0
623,624,Camila,Smith,camila.smith@acme.com,5.0,Camila,Smith,f82f6bf1-d149-485b-841e-035bf09fe113
630,631,Carl,Mason,carl.mason@acme.com,4.0,Carl,Mason,05f82f8c-41bc-493b-9712-886a04b80609
717,718,Antony,Allen,antony.allen@acme.com,4.0,Antony,Allen,2b1c8d6e-5af5-4e6b-b407-cabc39d35449
732,733,Carl,Holmes,carl.holmes@acme.com,1.0,Carl,Holmes,a7edb088-50af-4378-8442-31febb7ac248
753,754,Connie,Rogers,connie.rogers@acme.com,3.0,Connie,Rogers,0513c8de-824d-4658-b567-07381c38d6d9
1008,1009,Melissa,Foster,melissa.foster@acme.com,2.0,Melissa,Foster,d90215f4-5250-4303-98aa-ea1012fa4829
1068,1069,Maximilian,Bailey,maximilian.bailey@acme.com,1.0,Maximilian,Bailey,18661c04-d085-432f-ad03-9d1775812291
1076,1077,Amanda,Wright,amanda.wright@acme.com,3.0,Amanda,Wright,840ef52f-e26d-4888-a5c3-25e7ab3bac7f
1077,1078,Deanna,Cunningham,deanna.cunningham@acme.com,4.0,Deanna,Cunningham,1176ecee-62c8-43b8-81df-a2761ee29f72
1118,1119,Jasmine,Miller,jasmine.miller@acme.com,1.0,Jasmine,Miller,eee17942-ec93-4d18-94b5-4c585b7d408e
30,31,Adrianna,Cole,adrianna.cole@acme.com,2.0,Adrianna,Cole,37b0e504-953d-4a31-974f-be818bce76ff
59,60,Ted,Howard,ted.howard@acme.com,6.0,Ted,Howard,f5d0c640-9f36-4186-bb94-d91cd6ee7b59
395,396,Carlos,Russell,carlos.russell@acme.com,4.0,Carlos,Russell,9f01cb0b-b970-4e94-b44b-5e659787af12
454,455,Nicole,Bailey,nicole.bailey@acme.com,1.0,Nicole,Bailey,268eb8a8-3078-40b5-8ddc-b83ae3c5c67d
705,706,Alina,Phillips,alina.phillips@acme.com,3.0,Alina,Phillips,25e52a5a-c421-4997-86d8-ed0fcc0081e9
883,884,Alisa,Murphy,alisa.murphy@acme.com,2.0,Alisa,Murphy,59843b16-c4d8-43d3-b36d-79a601d0dcba
907,908,Kirsten,Roberts,kirsten.roberts@acme.com,2.0,Kirsten,Roberts,6077541f-5880-4d08-afa7-5054d6f3ef5a
1026,1027,Richard,Johnston,richard.johnston@acme.com,5.0,Richard,Johnston,053a7c14-9ca8-4a38-9a83-7a9975794278
1087,1088,Lana,Harrison,lana.harrison@acme.com,3.0,Lana,Harrison,db4c6115-01d6-43c2-a449-d6ca42dd4f34
1115,1116,Mike,Hill,mike.hill@acme.com,4.0,Mike,Hill,c1b1156a-1778-4078-abfa-a9e36fb2005d
404,405,Madaline,Chapman,madaline.chapman@acme.com,1.0,Madaline,Chapman,dfbb8f03-5f6e-41c3-a2c4-d88093fa219d
474,475,Martin,Bennett,martin.bennett@acme.com,6.0,Martin,Bennett,b51cbce5-21ea-4043-9938-16f54bbdf019
590,591,Roland,Taylor,roland.taylor@acme.com,6.0,Roland,Taylor,bf5ae64f-5223-4538-8af5-e732d4590eb2
602,603,Anna,Ross,anna.ross@acme.com,3.0,Anna,Ross,df548849-efd1-48aa-b59d-0fed527b1ab8
616,617,Julia,Gray,julia.gray@acme.com,2.0,Julia,Gray,8dcf31d1-3acd-4008-9a1e-f4706f8a9715
649,650,,Cole,maria.coleatacme.com,6.0,,Cole,1d197d36-e76c-4a93-a63a-5e9ea455d0bb
694,695,Kelsey,Roberts,kelsey.roberts@acme.com,4.0,Kelsey,Roberts,ce3db24d-47d5-44cc-b5e3-444e5aa349bf
716,717,Lana,Kelly,lana.kelly@acme.com,1.0,Lana,Kelly,a876a4cb-04fd-46ce-a929-6d05d775d635
832,833,Violet,Reed,violet.reed@acme.com,4.0,Violet,Reed,49763620-1e87-4fe9-a044-ff0be2b0b204
902,903,Aida,Carroll,aida.carroll@acme.com,2.0,Aida,Carroll,b13d59f8-4cbf-45a8-962b-f81289a68e10
993,994,Adrian,Smith,adrian.smith@acme.com,2.0,Adrian,Smith,8740c15b-856c-45ca-b2f7-a0acdfe50109
1052,1053,Andrew,Perry,andrew.perry@acme.com,6.0,Andrew,Perry,b8d22f40-96f9-4734-addc-cf81f89beaeb
1139,1140,Isabella,,isabella.cole@acme.com,4.0,Isabella,,ccde1b5c-f6ec-4a86-9776-a0bfc7378e65
48,49,Kristian,Brown,kristian.brown@acme.com,2.0,Kristian,Brown,73a3cc87-6ee7-4fd9-85c0-f4356347a5c9
207,208,Cherry,Wells,cherry.wells@acme.com,4.0,Cherry,Wells,18235e75-658d-4277-87c5-1ce41f5a56b9
543,544,Lucy,Grant,lucy.grant@acme.com,2.0,Lucy,Grant,9248d51a-75ec-4bd9-ba38-99fe685a3cef
550,551,Anna,,anna.armstrong@acme.com,5.0,Anna,,5e957119-ddee-4eae-b712-61d60928d701
866,867,Alexander,Henderson,alexander.henderson@acme.com,4.0,Alexander,Henderson,98c85443-2602-485c-a63b-695ba61c08af
911,912,Ada,Spencer,ada.spencer@acme.com,4.0,Ada,Spencer,2e60f641-8af3-4c4a-b6f8-c84be5345cf4
1096,1097,Sarah,Hamilton,sarah.hamilton@acme.com,6.0,Sarah,Hamilton,c6090f7a-bfdf-4e46-a2d8-4a946be9e9f4
31,32,Alissa,Bailey,alissa.bailey@acme.com,1.0,Alissa,Bailey,e8342702-6f44-4dec-81d8-21b2f9139376
79,80,Briony,Kelley,briony.kelley@acme.com,6.0,Briony,Kelley,b9cdb4ec-2521-4f35-8c1e-cc62759b7c55
272,273,Albert,Wells,albert.wells@acme.com,6.0,Albert,Wells,598a8077-3d05-4772-ab76-d4b83ea0f4f7
416,417,Dexter,Watson,dexter.watson@acme.com,3.0,Dexter,Watson,c7417aa6-2f60-45e5-baa0-0ebf165d420e
513,514,Ada,Moore,ada.moore@acme.com,3.0,Ada,Moore,28c0e86e-1638-4dec-b628-7a3c4e99182b
514,515,Chester,Ryan,chester.ryan@acme.com,1.0,Chester,Ryan,5b2a59c6-6a3d-41d3-a567-9424c47205a5
742,743,Sofia,Stevens,sofia.stevens@acme.com,5.0,Sofia,Stevens,917a9aed-e94a-4285-a01c-c50bf30bc374
787,788,Robert,Grant,robert.grant@acme.com,3.0,Robert,Grant,94c2f484-b50c-4f2b-b7dc-4a0985d667d5
826,827,Amelia,Hall,amelia.hall@acme.com,3.0,Amelia,Hall,776e977b-817a-49c4-9bf9-ae4ad07f6c73
859,860,Brianna,Warren,brianna.warren@acme.com,6.0,Brianna,Warren,067f7a02-e189-488b-afb6-29af38f5adc1
992,993,Alen,Hunt,alen.hunt@acme.com,2.0,Alen,Hunt,1c2b1f97-4c8c-4845-86a5-0c320ad4df89
1126,1127,Michael,Roberts,michael.roberts@acme.com,5.0,Michael,Roberts,37a0ca5c-dbde-4f43-880a-174f3ece366f
90,91,Jacob,Thomas,jacob.thomas@acme.com,4.0,Jacob,Thomas,1c305186-7c6a-450f-a3a1-5ea4c0c1d8c2
113,114,Leonardo,Rogers,leonardo.rogers@acme.com,2.0,Leonardo,Rogers,234d49e6-c173-4262-a918-a6205f362fe4
117,118,Alan,Foster,alan.foster@acme.com,4.0,Alan,Foster,5e487a04-f867-47e3-96ca-cf64ac2b1a00
125,126,Emma,Elliott,emma.elliott@acme.com,1.0,Emma,Elliott,ca8d3b49-3204-44e7-9126-ee25d1e530cd
214,215,Julia,Perkins,julia.perkins@acme.com,5.0,Julia,Perkins,5b94fbc8-c35f-4187-90a9-9afb9f8e42a1
279,280,Julian,Turner,julian.turner@acme.com,3.0,Julian,Turner,db981593-5de7-425c-b6c6-031459abcc77
343,344,Evelyn,Smith,evelyn.smith@acme.com,4.0,Evelyn,Smith,e1f04c21-00ad-4e1d-9d42-88c26c3a6263
495,496,Eric,Phillips,eric.phillips@acme.com,2.0,Eric,Phillips,c624172d-d9b0-4ff2-997c-5ef7770e2da4
646,647,Julia,Montgomery,julia.montgomery@acme.com,4.0,Julia,Montgomery,9f299352-6a3e-4158-8ac2-00d226ca301d
661,662,Vanessa,Evans,vanessa.evans@acme.com,6.0,Vanessa,Evans,b7e45fda-41d5-4ae0-9575-b746d0eeba9c
901,902,Kate,Rogers,kate.rogers@acme.com,2.0,Kate,Rogers,da59dfa1-9b97-4f62-a320-ccda5f0ff530
1025,1026,Arianna,Cunningham,arianna.cunningham@acme.com,6.0,Arianna,Cunningham,df4e7269-1591-4312-b325-99f3fbe085fe
168,169,Arthur,Perry,arthur.perry@acme.com,3.0,Arthur,Perry,ea7cb792-bab0-401d-8a2f-58fdff8fe517
173,174,Sophia,Murray,sophia.murray@acme.com,6.0,Sophia,Murray,eb687eca-8587-4aea-a907-3f014c18de5d
263,264,Nicole,Riley,nicole.riley@acme.com,5.0,Nicole,Riley,126a09f1-12a0-451b-a73c-771318f9a780
365,366,Alfred,Turner,alfred.turner@acme.com,2.0,Alfred,Turner,41f2aa2d-01ac-4f6b-aeba-a955721a8e26
375,376,Sofia,Craig,sofia.craig@acme.com,5.0,Sofia,Craig,12f9c9ea-82ea-425d-b362-776730928e1f
448,449,Ned,Martin,ned.martin@acme.com,4.0,Ned,Martin,ed1a6ab2-b62b-444a-910f-a2a2f1a08bc4
564,565,Cadie,Mitchell,john.mitchell@acme.com,5.0,Cadie,Mitchell,dacdfe59-7b66-4f3b-8d46-82c106cf0c92
962,963,Jack,Walker,jack.walker@acme.com,3.0,Jack,Walker,516c373d-bb5b-49d0-871f-b13c35ba5121
1000,1001,Ned,Hall,ned.hall@acme.com,1.0,Ned,Hall,ebdb5913-197b-4482-8cef-e646b2ece1ae
1001,1002,Adison,Craig,adison.craig@acme.com,3.0,Adison,Craig,4b6bb33c-4094-4421-bf30-cfce886c6bff
1103,1104,Evelyn,Nelson,evelyn.nelson@acme.com,4.0,Evelyn,Nelson,7183793a-73fe-430a-ac61-cfb845496a01
4,5,Reid,Chapman,reid.chapman@acme.com,5.0,Reid,Chapman,ddaac01a-7cbd-41bf-8448-34f6196acf2f
72,73,Tony,Martin,tony.martin@acme.com,2.0,Tony,Martin,6c181b2a-6194-46e9-be18-44e40fc8f0d2
83,84,Haris,Myers,haris.myers@acme.com,6.0,Haris,Myers,57a54390-8e3e-4fe2-b0a5-5f945c197429
100,101,Ada,Craig,ada.craig@acme.com,6.0,Ada,Craig,85693fa2-c2d9-4e39-9772-5e0049384bf1
484,485,Abraham,Roberts,abraham.roberts@acme.com,6.0,Abraham,Roberts,0920fa3d-2d27-49e2-85a8-e5ceae11aa1d
490,491,Brad,Henderson,brad.henderson@acme.com,2.0,Brad,Henderson,adfe7456-846f-44ab-8bf7-1eb0bf9f2fff
499,500,Dexter,Ellis,dexter.ellis@acme.com,5.0,Dexter,Ellis,88b3b883-0cc8-4684-8f0f-5b0d2f4196bc
729,730,Caroline,Holmes,caroline.holmes@acme.com,2.0,Caroline,Holmes,371c0840-0cac-4da2-809f-07f9ec89077e
855,856,Fiona,Wells,fiona.wells@acme.com,4.0,Fiona,Wells,1bfb149c-d6ac-4bbd-86a0-1964655e3d78
909,910,Harold,Walker,harold.walker@acme.com,4.0,Harold,Walker,829da706-9b30-4492-9a2c-88930515cdd3
977,978,James,Ellis,james.ellis@acme.com,1.0,James,Ellis,bbb57c89-7da4-4571-88f5-dee482c24c9a
1005,1006,John,Morgan,john.morgan@acme.com,4.0,John,Morgan,6cbd1f05-8a34-4a52-840b-ecc843dc1c89
1093,1094,Amelia,Harper,amelia.harper@acme.com,3.0,Amelia,Harper,1e7a26cb-c91b-4053-bed3-237dc0a338a5
129,130,Aiden,Carroll,aiden.carroll@acme.com,3.0,Aiden,Carroll,a9d9f0d7-5275-446f-b4a6-a39a26e693ae
284,285,Jasmine,Johnson,jasmine.johnson@acme.com,6.0,Jasmine,Johnson,0ce67cd6-b8b3-4559-a205-2bca3780de17
297,298,James,Anderson,james.anderson@acme.com,5.0,James,Anderson,2200fed4-8ee4-49a0-b869-ff922284c6b9
419,420,Andrew,Ellis,andrew.ellis@acme.com,3.0,Andrew,Ellis,50921352-817a-4250-bd63-dced82c11795
501,502,Melanie,Gibson,melanie.gibson@acme.com,4.0,Melanie,Gibson,fc44fe54-e29f-442b-b4b4-af5e8e6b0d5e
608,609,Valeria,Moore,valeria.moore@acme.com,5.0,Valeria,Moore,a98618c5-bcc9-4794-91ee-3d6738b150c4
669,670,Alexander,Craig,alexander.craig@acme.com,6.0,Alexander,Craig,3ca2240f-c8b8-41a1-9dd1-f63259eb5907
783,784,Wilson,Barrett,wilson.barrett@acme.com,2.0,Wilson,Barrett,8eb51740-4762-4cce-b448-f944b8b27c8c
998,999,Max,Stevens,max.stevens@acme.com,6.0,Max,Stevens,2bd38476-7563-42f6-9b3a-80b552aa4fbf
1021,1022,Carlos,Montgomery,carlos.montgomery@acme.com,3.0,Carlos,Montgomery,6c4b59f5-5565-4063-b5c0-8794aea285c9
130,131,Alan,Carter,alan.carter@acme.com,1.0,Alan,Carter,884b742d-21dc-4310-bebe-426ce086d21b
